Company,Target Variable,Source Feature,Lag,F_stat,p_value_perm,B_valid,block,T,p_value_perm_bh,significant_perm_bh,Flag
11BIT,log_ret,sentiment_polarity,1,0.0011264327557845,0.9675810473815462,400,9,200,0.9675810473815462,False,False
11BIT,log_ret,view_weighted_polarity,1,0.2604591822367452,0.6134663341645885,400,9,200,0.7103294395589972,False,False
11BIT,log_ret,sentiment_intensity,1,1.6014116673019452,0.2119700748129676,400,9,200,0.2914588528678304,False,False
11BIT,log_ret,sentiment_divergence,1,0.1286224962538634,0.7356608478802993,400,9,200,0.8092269326683292,False,False
11BIT,log_ret,positive_view_share,1,0.3512046416528713,0.5361596009975063,400,9,200,0.6553061789969521,False,False
11BIT,log_ret,negative_view_share,1,2.1250961164567235,0.1346633416458852,400,9,200,0.21161382258639103,False,False
11BIT,log_ret,sentiment_momentum,4,2.4841174066449843,0.1022443890274314,400,9,200,0.17302896604642234,False,False
11BIT,log_ret,retweet_virality,1,1.936740703873982,0.0972568578553615,400,9,200,0.17302896604642234,False,False
11BIT,log_ret,log1p_total_views,1,7.894309950740445,0.0074812967581047,400,9,200,0.0548628428927678,False,False
11BIT,log_ret,log1p_total_retweet_count,3,1.9294192132900048,0.1546134663341646,400,9,200,0.22676641729010807,False,False
11BIT,log_ret,log1p_Negative,2,2.929827192367429,0.084788029925187,400,9,200,0.17302896604642234,False,False
11BIT,log_ret,log1p_view_count_Neutral,1,5.544039658725078,0.0199501246882793,400,9,200,0.08778054862842893,False,False
11BIT,log_ret,log1p_view_count_Negative,2,4.254356415234121,0.027431421446384,400,9,200,0.10058187863674134,False,False
11BIT,log_ret,log1p_retweet_count_Neutral,4,2.679825928691135,0.0523690773067331,400,9,200,0.14020504294818484,False,False
11BIT,dlog_vol,view_count_Negative,5,2.037869539345068,0.0673316708229426,400,9,200,0.6857855361596008,False,False
11BIT,dlog_vol,view_count_Neutral,5,1.1806864587258905,0.28428927680798,400,9,200,0.7315045719035742,False,False
11BIT,dlog_vol,view_count_Positive,3,0.553404115963679,0.5960099750623441,400,9,200,0.9357162648933222,False,False
11BIT,dlog_vol,retweet_count_Neutral,4,1.3230189140759483,0.2543640897755611,400,9,200,0.7315045719035742,False,False
11BIT,dlog_vol,total_views,3,1.249461223277358,0.2493765586034912,400,9,200,0.7315045719035742,False,False
11BIT,dlog_vol,abnormal_tweet_volume,3,0.1746030280389817,0.9201995012468828,400,9,200,0.9640185251157819,False,False
11BIT,dlog_vol,tweet_volume_ratio,3,0.329767954023465,0.7556109725685786,400,9,200,0.9357162648933222,False,False
11BIT,dlog_vol,Positive,5,1.9004160434553763,0.0997506234413965,400,9,200,0.6857855361596008,False,False
11BIT,dlog_vol,sentiment_polarity,3,0.2539103207152212,0.8653366583541147,400,9,200,0.9518703241895261,False,False
11BIT,dlog_vol,view_weighted_polarity,3,0.3860074532871673,0.7655860349127181,400,9,200,0.9357162648933222,False,False
11BIT,dlog_vol,sentiment_intensity,4,1.817589894911212,0.1246882793017456,400,9,200,0.6857855361596008,False,False
11BIT,dlog_vol,sentiment_divergence,3,0.3894557950112118,0.7630922693266833,400,9,200,0.9357162648933222,False,False
11BIT,dlog_vol,positive_view_share,4,1.7994878366395206,0.1172069825436409,400,9,200,0.6857855361596008,False,False
11BIT,dlog_vol,negative_view_share,3,0.0613469408263107,0.9800498753117208,400,9,200,0.9800498753117208,False,False
11BIT,dlog_vol,sentiment_momentum,4,0.937609131287963,0.4538653366583541,400,9,200,0.8320864505403159,False,False
11BIT,dlog_vol,retweet_virality,3,1.1281525870699038,0.3591022443890274,400,9,200,0.7630922693266832,False,False
